title,address,district,city,description,area,bedroom,bathroom,price,price_change,house_direction,balcony_direction,legal_paper,furniture,coor
"Bán CHCC Mandarin, Hoàng Minh Giám, Duplex, 5 phòng ngủ, full nội thất, giá 25 tỷ. LH: 0936 325 ***","['Dự án Mandarin Garden', 'Đường Hoàng Minh Giám', 'Phường Trung Hòa']",Cầu Giấy,Hà Nội,"Căn hộ D, diện tích 266m², thiết kế 5 phòng ngủ, 4 WC.Đã được trang bị, sàn gỗ, sofa, tivi, tủ lạnh, điều hòa âm trần, giường, tủ đồ, bàn ăn nhà bếp tủ bếp, bếp từ, máy giặt, rèm cửa...Nội thất như hình ảnh.Ban công thoáng mát.Căn hộ đang trống khách mua chỉ cần mang đồ đến ở.Giá bán: 25 tỷ.Liên hệ xem nhà: 0936 325 ***Em Tuân).",266.0,5 phòng,4 phòng,25.0,31.3,,,,"Đã được trang bị, sàn gỗ, sofa, tivi, tủ lạnh, điều hòa âm trần, giường, tủ đồ, bàn ăn nhà bếp tủ bếp, bếp từ, máy giặt, rèm cửa...",21.0044841766357 105.798629760742
"Chính chủ cần bán căn 2N 86m2 tầng trung đủ đồ xịn tòa N01 giá: 4,75 tỷ Premier Berriver Long Biên","['Dự án Berriver Long Biên', 'Đường Nguyễn Văn Cừ', 'Phường Bồ Đề']",Long Biên,Hà Nội,"Chuyển đổi nhu cầu sử dụng cần nhượng lại căn 2N tâm huyết tại N01 Premier Berriver Long Biên:- Căn hộ tầng trung đẹp, Tòa N01, có diện tích 86m² tim tường 78,4 m² thông thủy, ban công thoáng mát, không bị che chắn.- Nhà mua ở từ đầu rất có lộc, nội thất tâm huyết, đồ gỗ cẩm tự nhiên, tặng cả đồ dùng cá nhân chỉ việc xách vali về ở.- Sổ sẵn, k vay mượn có thể sẵn sàng giao dịch. Xem nhà liên hệ: 0868 702 *** - Phương.",86.0,2 phòng,2 phòng,4.75,28.7,Tây - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất tâm huyết, đồ gỗ cẩm tự nhiên.",21.0443172454834 105.87786102294922
Căn hộ cần bán tại toà nhà The Legend - Dt từ 85m - 105 m2 - và 168m2 lh 0988 246 ***,"['Dự án Legend Tower 109 Nguyễn Tuân', 'Đường Nguyễn Tuân', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Căn hộ cần bán tại The Lengend - 109 Nguyễn Tuân cụ thể như sau:- Căn 85m - 5,7 tỷ (nội thất cơ bản CĐT).- Căn 105m² - 6, 7tỷ - Nội thất nhập chủ nhà thiết kế tỉ mỉ từng chi tiết.- Căn 168m² - 11 tỷ - nội thất nhập khẩu đẹp từng cm.Lh 0988 246 *** xem nhà ngay.",105.0,3 phòng,2 phòng,6.6,18.2,,,,,21.004613876342773 105.8040771484375
"Bán căn hộ Moonlight 1 giá chỉ 5x/m2 nhận nhà ở ngay chỉ với 1.2 tỷ, cách Mỹ Đình 4km free 2 năm DV","['Dự án Moonlight 1 - An Lạc Green Symphony', 'Xã An Khánh']",Hoài Đức,Hà Nội,"Nhận nhà ở ngay 2024.CC Moonlight 1 - KĐT An Lạc.Chỉ 3.X tỷ căn 2PN (66 - 68m²).Chỉ 4.X tỷ căn 2PN view hồ (72m²).---------Chiết khấu đến 9% GTCH.Miễn 02 năm phí QLVH bởi CBRE.Quà tặng nội thất đến 100tr (Trừ thẳng vào giá).Nhận nhà ở hoặc cho thuê nhận dòng tiền ngay.---------Bàn giao full nội thất liền tường cao cấp.Vốn chỉ từ 1.2tỷ (30%) nhận nhà ở ngay.Hỗ trợ lãi suất tới 70% GTCH - 0% LS trong 18 tháng.----Hưởng trọn tiện ích KĐT: 03 Công viên, 2 hồ Gym, Spa, quảng trường Nhạc nước, bể bơi 4 mùa, bể bơi ngoài trời, Clubhouse, trường Đoàn Thị Điểm cấp 1 - 2.---------Căn hộ cao cấp Moonlight 1 - Khu đô thị An Lạc Green Symphony.Đất Xanh Miền Bắc phân phối độc quyền!",66.0,2 phòng,2 phòng,,37.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.024394989013672 105.72908782958984
"Chuyển công tác cần bán gấp CH dự án Star Tower Dương Đình Nghệ 158.5m2 4N3W, ban công ĐN.Giá 7,5tỷ","['Dự án Star Tower', 'Đường Dương Đình Nghệ', 'Phường Yên Hòa']",Cầu Giấy,Hà Nội,"Chuyển vào Nam sinh sống nên gia đình cần bán căn hộ dự án Star Tower Dương Đình Nghệ.Căn tầng trung thoáng mát.Diện tích: 158.5m² thông thủy.Thiết kế: 4 ngủ 3 WC, phòng khách, bếp, ban công rộng.Căn góc, ban công: ĐN view công viên.Để lại nội thất liền tường.Giá bán: 7,5 tỷ (khách thiện chí có thương lượng).Nhà có slot để ô tô.LH em Hiệu: 0866 839 *** để xem nhà và chốt giá!",158.5,4 phòng,3 phòng,7.5,,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,21.02497673034668 105.79122924804688
Bán căn hộ duplex view hồ cực vip ở dự án Mandarin Garden Hoàng Minh Giám. LH 0971 552 ***,"['Dự án Mandarin Garden', 'Đường Hoàng Minh Giám', 'Phường Trung Hòa']",Cầu Giấy,Hà Nội,"Cần bán căn Duplex thông tầng 266.6m² vip nhất dự án Mandarin Garden, Hoàng Minh Giám.Với thiết kế độc đáo kết hợp với phong cách hiện đại. Căn hộ Duplex mang màu sắc riêng biệt và là một trong những điểm nhấn tại dự án Mandarin Garden, Hoàng Minh Giám - Vị trí trung tâm Quận Cầu Giấy.Diện tích 2 mặt sàn rộng 266.6m² được chia làm 4 phòng ngủ, 3 phòng vệ sinh, 1 phòng đa năng với công năng sử dụng.Sử dụng tông màu trung tính tạo cảm giác tinh tế và thanh lịch cho không gian. Đồng thời, sự chú trọng vào chất liệu và hoàn thiện cao cấp tạo nên vẻ đẹp đặc trưng và độ bền lâu dài.Nội thất sang trọng, quý phái, đồ nhập khẩu xịn.Khuôn viên nội khu, bể bơi rộng 9000m², vị trí đắc địa, tiềm năng tăng giá. Vừa để ở vừa đầu tư, càng ở lâu giá càng tăng.Giá thương lượng.Liên hệ ngay: 0971 552 *** để được hỗ trợ ạ.",266.6,4 phòng,3 phòng,,31.3,,,,Nội thất xịn xò.,21.0044841766357 105.798629760742
Vợ chồng em bán nhanh căn hộ N05 165m2 - full nội thất giá 8 tỷ - Ban công thoáng - LH 0988 246 ***,"['Dự án N05 Trần Duy Hưng', 'Phố Hoàng Đạo Thúy', 'Phường Trung Hòa']",Cầu Giấy,Hà Nội,"Vợ chồng em bán nhanh căn hộ chung cư 3 phòng ngủ tòa nhà N05 Hoàng Đạo Thúy.Nhà 3pn 2vs.Giá 8 tỷ.Nhà 165m², ban công thoáng mát, nhà tầng 18.Nhà nội thất full.LH 0988 246 *** xem nhà ngay.",165.0,3 phòng,2 phòng,8.0,35.7,,,,,21.006958 105.80108
"Chính chủ cần bán nhanh căn 3 ngủ, BC Đông Nam, Thống Nhất Complex có slot ôtô, sổ đỏ không vay","['Thống Nhất Complex', '82', 'Đường Nguyễn Tuân', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"Chính chủ mình cần bán căn hộ tòa chung cư Thống Nhất Complex 82 Nguyễn Tuân - Trung tâm quận Thanh Xuân - Hà Nội.Căn hộ tòa B, tầng 22.Diện tích: 95m².Thiết kế: 3 Phòng ngủ, 2 vệ sinh, 2 ban công.Cửa Tây Bắc, ban công Đông Nam view thoáng đẹp.Nội thất đầu tư nhiều toàn đồ đắt tiền, và thiết kế đồng bộ cả nhà đẹp.Để lại nội thất.Có slot ô tô rất lợi thế cho khách mua.Giá bán mong muốn: 5 tỷ 8.",95.0,3 phòng,2 phòng,5.8,21.0,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng.,Đầy đủ.,20.998047 105.80354
Giảm 200 tr. Bán BT Pháp cổ Phan Đình Phùng căn góc tầng 2 view sân. Cầu thang gõi. 72m2 2 PB 5.8tỷ,"['Đường Phan Đình Phùng', 'Phường Quán Thánh']",Ba Đình,Hà Nội,Nhà BT Pháp cổ siêu chất lượng. Ở phố đệp nhất HN. Gần Hồ Tây. Hồ Hoàn Kiếm vị trí không thể đự hơn.Nhà Pháp cổ xây cục chát lượng tường 60 cm tràn cao 5m. Nhà 2 lớp cửa hướng Nam. Sân rộng cây che bóng mát. Ở nhà rất mát. Chủ nhà ít khi dùng điều hoà.Nhà 2 phòng ngủ 1 pk và 1 bếp đủ gia đình 4 - 5 người ở.Cạnh nhà có căn hộ nhỏ cho thuê 6 triệu/1tháng đủ tiền ăn sáng.Xe máy đẻ được vài cái duói tầng 1.Nhà cách phố 15 m ngõ rộng.Nhà rất phù họp gia đình làm trên phố và hưởng thụ dịch vụ tốt nhát phố Cổ không đâu bằng.Tương lai đại gia thu gom Bt thì giá trị tăng hàng chục lần.Cả tầng 2 có 2 nhà. Nhà bên Việt kiều đi công tác suốt.Nhà mình gần như sử dụng cả sàn.Sổ đẹp.Giá 5.8 tỷ.LH Mr Thiện gặp trực tiếp chủ nhà (Miễn TG).,72.0,2 phòng,1 phòng,5.8,,,,Sổ đỏ/ Sổ hồng,,21.0407726 105.8410151
"Chính chủ cần bán gấp CH 2PN - 2WC tại CC Vinhomes Green Bay, DT 71.9m2, giá 3.6 tỷ. LH 0869 181 ***","['Dự án Vinhomes Green Bay Mễ Trì', 'Đường Đại lộ Thăng Long', 'Phường Mễ Trì']",Nam Từ Liêm,Hà Nội.,"Do nhu cầu chuyển đổi công tác nên tôi cần bán gấp căn hộ cao cấp tại chung cư Vinhomes Green Bay với các thông số sau:- Căn hộ thiết kế 2PN - 2WC:+ DT 71.9m², cửa TN, ban công ĐB, tầng trung mát mẻ.+ Nội thất đầy đủ đã làm đẹp để ở lâu dài.+ Giá 3.6 tỷ có thương lượng.Sổ đỏ trao tay.Khách hàng quan tâm liên hệ tôi. Anh Long: 0869 181 ***.Các bạn môi giới có khách giới thiệu giúp mình.Xin cảm ơn!",71.9,2 phòng,2 phòng,3.6,10.5,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng.,Cơ bản,20.9989585876465 105.788032531738
Chính chủ gửi bán căn hộ 72m2 view chính hồ Linh Đàm tại tòa nhà HH2 Linh Đàm giá cần bán gấp,"['Dự án HH2 Linh Đàm', 'Đường Nguyễn Hữu Thọ', 'Phường Hoàng Liệt']",Hoàng Mai,Hà Nội,"Gia đình đổi sang căn 3 ngủ nên cần bán căn hộ tại HH2 Linh Đàm.+ Căn hộ có diện tích 72m² thiết kế 2 ngủ 2 WC, 1 bếp, 1 khách.+ Căn hộ có view hồ Linh Đàm vô cùng đẹp.+ Gia đình đang ở nên đã có nội thất cơ bản (ảnh phía dưới).+ Có hỗ trợ vay ngân hàng nếu khách có nhu cầu.Gia đình có nhu cầu bán chuyển đổi nên giá hợp lý.Liên hệ xem nhà miễn phí.",72.0,2 phòng,2 phòng,2.2,34.8,,,,Đã có nội thất cơ bản.,20.96433448791504 105.8272933959961
"Bán căn hộ chung cư Xuân Mai Complex, Yên Nghĩa, Hà Đông giá 2tỷ3xx nhỏ xíu lh 0352 248 ***","['Dự án Xuân Mai Complex', 'Đường Tố Hữu', 'Phường Yên Nghĩa']",Hà Đông,Hà Nội,"Cần bán căn chung cư Xuân Mai Complex, Dương Nội, Hà Đông.DT 55m² thiết kế 2 ngủ 1vs.Nội thất full đồ đẹp sạch sẽ như hình chụp bên dưới luôn ạ, hướng mát view đẹp, lắm lộc chính chủ giữ rất cẩn thận.Sổ sẵn két giao dịch ngay.Giá bán 2 tỷ 3xx nhỏ.Liên hệ xem nhà 0352 248 ***",55.0,2 phòng,1 phòng,2.36,43.4,Tây,Đông,Sổ sẵn két,Full đồ.,20.9597759246826 105.741882324219
BQL cập nhật quỹ căn hộ 2pn - 3pn toà nhà Imperia Garden - Nguyễn Huy Tưởng 0988 246 *** xem nhà,"['Imperia Garden', '203', 'Đường Nguyễn Huy Tưởng', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"BQL cập nhật quỹ căn chung cư cao cấp Imperia Garden, 203 Nguyễn Huy Tưởng.2 phòng ngủ: 66m² - 4,4 tỷ - nội thất full.2 phòng ngủ: 75m² - 4,6 tỷ - nội thất full đồ đẹp (có thẻ ngăn 3 phòng ngủ).2 phòng ngủ: 80m² - 4,8 tỷ - nội thất đã full đầy đủ.3 phòng ngủ: 93m² - 5,7 tỷ nội thất full có cả máy rửa bát.3 phòng ngủ 98m² (căn góc) 6,5 tỷ nội thất full.3 phòng ngủ 120m² (căn góc) giá 7,8 tỷ nội thất phố xinh trẻ trung.Lh 0988 246 *** xem nhà ngay.",120.0,3 phòng,,7.8,30.4,,,,,20.997276 105.802986
Cần chuyển nhượng căn 2 ngủ full nội thất diện tích 73m2 toà Zen. Chung cư Feliz Home Hoàng Mai,"['Dự án Feliz Homes', 'Phường Hoàng Văn Thụ']",Hoàng Mai,Hà Nội,"Cần bán căn hộ 73m² đã làm nội thất gần 400tr. Gia đình đóng đầy đủ phí bảo trì 2%, tiền làm sổ 5% phí DV 6 tháng. Do thay đổi công việc nên cần bán nhanh.Ảnh căn hộ (như hình). Để lại hết đồ chỉ việc về ở.Giá bán: 4 tỷ 550tr.Anh chị quan tâm xem nhà trực tiếp 0968 713 ***",73.0,2 phòng,2 phòng,4.55,40.8,,,,Để lại hết đồ.,20.98483657836914 105.85985565185547
"Chính chủ cần tiền bán gấp CH Park Hill 95m2 - 3PN. Giá siêu rẻ 6,55 tỷ","['Dự án Times City - Park Hill', 'Đường Minh Khai', 'Phường Vĩnh Tuy']",Hai Bà Trưng,Hà Nội,"Chính chủ cần tiền bán gấp CH Park Hill 95m² - 3PN. Giá siêu rẻ 6,55 tỷ.- Thiết kế: 95m² - thiết kế 3PN, 2WC, 1 phòng khách, bếp. Căn hộ thiết kế vô cùng hài hòa hợp lý, ban công hướng đông thoáng mát. Nhà đã sửa chữa hợp lý. Khách mua nhận nhà vào ở ngay.- Pháp lý: Sổ đỏ cất két sẵn sàng giao dịch.- Giá bán cực rẻ: 6,55 tỷ.- LH chính chủ: 0987 457 ***zalo 24/7).",95.0,3 phòng,2 phòng,6.55,27.8,Tây,Đông,Sổ đỏ/ Sổ hồng,,20.994333267211914 105.86756134033203
"Chính chủ cần nhượng căn hộ Diamond Plaza 16 Láng Hạ, luôn có chỗ đỗ ô tô","['Dự án Diamond Park Plaza ', 'Phố Láng Hạ', 'Phường Thành Công']",Ba Đình,Hà Nội,"Chính chủ cần nhượng căn hộ Diamond Plaza 16 Láng Hạ, luôn có chỗ đỗ ô tô.- Hộ khẩu Ba Đình.- View hồ thành công.- Căn hộ không gian cực thoáng, đầy đủ dịch vụ tiện ích.- Phòng ngủ, phòng khách đều có ánh sáng tự nhiên - tầm view trực tiếp Hồ Thành Công.- Thiết kế căn hộ Smart thông minh.- Đảm bảo 1 căn hộ có 2 vị trí đỗ.- Diện tích sử dụng: 96m² thiết kế 2 phòng ngủ + 2 vệ sinh.Giá bán mong muốn: 9.6 tỷ (có thương lượng).",96.0,2 phòng,2 phòng,9.6,28.0,Đông - Nam,Tây - Bắc,Sổ đỏ/ Sổ hồng,Cơ bản,21.01941680908203 105.81687927246094
"Chung cư Hanoi Paragon Cầu Giấy, 140m2 - cạnh ĐH Quốc Gia, Thương Mại. Tư vấn xem nhà 24/7","['Dự án Hà Nội Paragon', 'Phường Dịch Vọng Hậu']",Cầu Giấy,Hà Nội,"Mở bán quỹ căn cuối cùng chung cư Hà Nội Paragon - Trung tâm Cầu Giấy với vô vàn tiện ích: Trung tâm hành chính, Giáo dục, Văn Phòng, Kết nối giao thông thuận tiện tiềm năng Ở, cho thuê và tăng giá trong tương lai là điều chắc chắn. Vị trí Vàng Cầu Giấy với mức giá từ 52 - 56tr sẽ không còn.Quy mô gồm có 3 tòa chung cư cao 32 tầng, có 3 hầm, cả 3 tòa đã hoàn thiện, sẵn sàng bàn giao cho cư dân nhận nhà.- Căn 3PN có các loại DT như sau: 103m² - 138m² và 140m² giá từ 52 - 56 triệu/m².Giá bán đã gồm VAT + kinh phí bảo trì. Có Slot để ô tô.Căn hộ Hà Nội Paragon bàn giao full nội thất liền tường cơ bản: Full thiết bị bếp, vệ sinh, tường, trần, sàn,...- Pháp lý hoàn thiện, chủ đầu tư đã hoàn tất toàn bộ nghĩa vụ thuế.- Đã có thông báo làm sổ cho cư dân.- Đảm bảo chỗ đỗ ô tô cho cư dân.- Có thể nhận nhà vào ở được ngay.Lh 0983 687 ***",140.0,3 phòng,2 phòng,,18.0,,,Hợp đồng mua bán,Đầy đủ,21.031177520751953 105.78939819335938
"Bán nhanh CH dự án D'Capitale 97m2 3N2W, full nội thất, sẵn sổ, có slot ôtô. Giá 7.4tỷ thương lượng","[""Dự án Vinhomes D'Capitale"", 'Đường Trần Duy Hưng', 'Phường Trung Hòa']",Cầu Giấy,Hà Nội,"Gia đình em chuyển căn to hơn nên cần bán nhanh CH Dự án D'Capitale tòa C1.Căn tầng cao view thoáng.Diện tích 97m².Thiết kế 3N2W.Cửa TN, BC ĐB.Full nội thất, có slot ô tô.Giá 7.4 tỷ có thương lượng.Sổ đỏ cất két sẵn sàng giao dịch.LH em Hiệu: 0866 839 *** để xem nhà và chốt giá!",97.0,3 phòng,2 phòng,7.4,28.9,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,21.00580596923828 105.79437255859375
"Chính chủ bán căn góc 3 phòng ngủ Park Hill, nhà rộng thoáng đủ nội thất","['Dự án Times City - Park Hill', 'Đường Minh Khai', 'Phường Vĩnh Tuy']",Hai Bà Trưng,Hà Nội,"Cần bán căn góc 3 phòng ngủ sáng thoáng.Căn hộ có diện tích 122m², căn góc.Với ưu điểm thiết kế phòng khách rộng rãi, 3 phòng ngủ rộng đều, không có phòng bị bé.Nội thất đầy đủ mới tinh.Giá bán 8.7 tỷ.Liên hệ Minh Đức: 0985 356 ***/ 0902 244 ***",122.0,3 phòng,2 phòng,8.7,27.8,,,Sổ đỏ/ Sổ hồng,Đầy đủ,20.9943332672119 105.867561340332
Vợ chồng em bán nhanh căn hộ chung cư 3 phòng ngủ Hà Nội Center Point giá 5 tỷ LH 0988 246 ***,"['Dự án Hà Nội Center Point', 'Phố Hoàng Đạo Thúy', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Vợ chồng em bán nhanh căn hộ chung cư toà nhà Hà Nội Center Point.- Dt 81m² nhà thiết kế 3PN 2VS.- Nhà căn góc đẹp xếp sau căn 91m².Vị trí nhà nằm ở ngã tư Lê Văn Lương, Hoàng Đạo Thuý trung tâm quận Thanh Xuân di chuyển đi đâu cũng tuận tiện.Nội thất đẹp anh chị chỉ cần xách vali về ở ngay.- Lh 0988 246 *** xem nhà ngay.",81.0,3 phòng,2 phòng,5.0,31.8,,,,Nội thất đẹp.,21.004817962646484 105.80467224121094
Chính chủ bán căn hộ 4PN DT 225m2 - Giá tốt - Full đồ - View hồ - tòa TSQ Euroland. LH: 0961 846 ***,"['Dự án Làng Việt Kiều Châu Âu Euroland', 'Phường Mỗ Lao']",Hà Đông,Hà Nội,Gia đình vì phải chuyển đổi chỗ ở nên muốn bán căn hộ 4PN tại tòa TSQ Euroland cho người có nhu cầu muốn mua căn hộ.Diện tích: 225m². Thiết kế 4PN + 3WC.Gia đình để ở nên chọn tầng trung view thoáng nhìn ra toàn cảnh thành phố.Full NT xịn xò.LH: 0961 846 ***,225.0,4 phòng,3 phòng,8.8,25.3,,,,,20.9834575653076 105.78564453125
"Bán hoa hậu dự án Ban Cơ Yếu Chính Phủ 123m2 3N2W căn góc ban công ĐN, full nội thất. Giá chỉ 7.1tỉ","['Dự án Chung cư Ban cơ yếu Chính phủ', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Nhà em xuống mặt đất nên cần bán căn hộ dự án: Ban cơ yếu chính phủ.Căn toà CT1.Diện tích 123m² thông thủy.Thiết kế: 3 ngủ 2 vệ sinh.Cửa TB ban công ĐN + TN.Full nội thất.Sổ đỏ lâu dài.Bán 7,1 tỷ có thương lượng.LH em Hiệu: 0866 839 *** để xem nhà và chốt giá!",123.0,3 phòng,2 phòng,7.1,58.4,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.993579864501953 105.79821014404297
"Siêu phẩm! Bán căn 3PN 112m2 Park Hill Times, giá 8.5 tỷ. LH: 0962 984 ***","['Dự án Times City - Park Hill', 'Đường Minh Khai', 'Phường Vĩnh Tuy']",Hai Bà Trưng,Hà Nội,"Gia đình chuyển nơi ở nên bán căn 3PN Park Hill Times City, ban công hướng Đông, view thoáng mát ko che chắn tầm nhìn.Diện tích căn hộ 112m², thiết kế 3 phòng ngủ đều đón được ánh sáng tự nhiên, phòng khách rộng, bếp thông lô gia, nhà rất mới.Sổ đỏ sẵn sàng giao dịch.Giá bán 8.5 tỷ (sổ đỏ chính chủ).Liên hệ xem căn hộ: 0962 984 ***",112.0,3 phòng,,8.5,27.8,,,Sổ đỏ,,20.994333267211914 105.86756134033203
